año,mes,mes_numero,tipo,origen,destino,compañia,tipo_avion,capacidad,fuente
2022,Marzo,3,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Abril,4,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Mayo,5,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Junio,6,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Julio,7,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Salida,AIFA,Mérida,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Marzo,3,Salida,AIFA,Villahermosa,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Abril,4,Salida,AIFA,Villahermosa,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Mayo,5,Salida,AIFA,Villahermosa,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Junio,6,Salida,AIFA,Villahermosa,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Julio,7,Salida,AIFA,Villahermosa,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Salida,AIFA,Villahermosa,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Mayo,5,Salida,AIFA,Pto. Vallarta,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Junio,6,Salida,AIFA,Pto. Vallarta,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Julio,7,Salida,AIFA,Pto. Vallarta,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Salida,AIFA,Pto. Vallarta,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Salida,AIFA,Pto. Vallarta,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Salida,AIFA,Pto. Vallarta,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Salida,AIFA,Pto. Vallarta,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Salida,AIFA,Pto. Vallarta,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Salida,AIFA,Pto. Vallarta,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Salida,AIFA,Acapulco,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Salida,AIFA,Acapulco,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Salida,AIFA,Acapulco,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Salida,AIFA,Acapulco,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Salida,AIFA,Acapulco,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Salida,AIFA,Acapulco,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Salida,AIFA,Guadalajara,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Salida,AIFA,Guadalajara,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Salida,AIFA,Guadalajara,Aeroméxico,"E190, B738 1 y B738 2",148.3333,"https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php, https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php"
2022,Noviembre,11,Salida,AIFA,Guadalajara,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Diciembre,12,Salida,AIFA,Guadalajara,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2023,Enero,1,Salida,AIFA,Guadalajara,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Agosto,8,Salida,AIFA,Monterrey,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Salida,AIFA,Monterrey,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Salida,AIFA,Monterrey,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Salida,AIFA,Monterrey,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Salida,AIFA,Monterrey,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Salida,AIFA,Monterrey,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Salida,AIFA,Oaxaca,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Salida,AIFA,Oaxaca,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Salida,AIFA,Oaxaca,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Salida,AIFA,Oaxaca,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Salida,AIFA,Oaxaca,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Salida,AIFA,Oaxaca,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Salida,AIFA,Veracruz,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Salida,AIFA,Veracruz,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Salida,AIFA,Veracruz,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Salida,AIFA,Veracruz,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Salida,AIFA,Veracruz,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Salida,AIFA,Cancún,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Noviembre,11,Salida,AIFA,Cancún,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Diciembre,12,Salida,AIFA,Cancún,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2023,Enero,1,Salida,AIFA,Cancún,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Marzo,3,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Abril,4,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Mayo,5,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Junio,6,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Julio,7,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Llegada,Mérida,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Marzo,3,Llegada,Villahermosa,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Abril,4,Llegada,Villahermosa,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Mayo,5,Llegada,Villahermosa,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Junio,6,Llegada,Villahermosa,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Julio,7,Llegada,Villahermosa,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Llegada,Villahermosa,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Mayo,5,Llegada,Pto. Vallarta,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Junio,6,Llegada,Pto. Vallarta,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Julio,7,Llegada,Pto. Vallarta,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Llegada,Pto. Vallarta,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Llegada,Pto. Vallarta,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Llegada,Pto. Vallarta,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Llegada,Pto. Vallarta,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Llegada,Pto. Vallarta,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Llegada,Pto. Vallarta,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Llegada,Acapulco,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Llegada,Acapulco,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Llegada,Acapulco,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Llegada,Acapulco,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Llegada,Acapulco,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Llegada,Acapulco,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Llegada,Guadalajara,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Llegada,Guadalajara,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Llegada,Guadalajara,AIFA,Aeroméxico,"E190, B738 1 y B738 2",148.3333,"https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php, https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php"
2022,Noviembre,11,Llegada,Guadalajara,AIFA,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Diciembre,12,Llegada,Guadalajara,AIFA,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2023,Enero,1,Llegada,Guadalajara,AIFA,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Agosto,8,Llegada,Monterrey,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Llegada,Monterrey,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Llegada,Monterrey,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Llegada,Monterrey,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Llegada,Monterrey,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Llegada,Monterrey,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Agosto,8,Llegada,Oaxaca,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Llegada,Oaxaca,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Llegada,Oaxaca,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Llegada,Oaxaca,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Llegada,Oaxaca,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Llegada,Oaxaca,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Septiembre,9,Llegada,Veracruz,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Llegada,Veracruz,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Noviembre,11,Llegada,Veracruz,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Diciembre,12,Llegada,Veracruz,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2023,Enero,1,Llegada,Veracruz,AIFA,Aeroméxico,E190,99,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Embraer_ERJ-190.php
2022,Octubre,10,Llegada,Cancún,AIFA,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Noviembre,11,Llegada,Cancún,AIFA,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Diciembre,12,Llegada,Cancún,AIFA,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2023,Enero,1,Llegada,Cancún,AIFA,Aeroméxico,B738 1 y B738 2,173,https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_B.php y https://www.seatguru.com/airlines/AeroMexico/AeroMexico_Boeing_737-800_C.php
2022,Marzo,3,Salida,AIFA,Guadalajara,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Abril,4,Salida,AIFA,Guadalajara,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Mayo,5,Salida,AIFA,Guadalajara,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Junio,6,Salida,AIFA,Guadalajara,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Julio,7,Salida,AIFA,Guadalajara,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Agosto,8,Salida,AIFA,Guadalajara,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Septiembre,9,Salida,AIFA,Guadalajara,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Octubre,10,Salida,AIFA,Guadalajara,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Noviembre,11,Salida,AIFA,Guadalajara,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Marzo,3,Salida,AIFA,Monterrey,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Abril,4,Salida,AIFA,Monterrey,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Mayo,5,Salida,AIFA,Monterrey,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Junio,6,Salida,AIFA,Monterrey,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Julio,7,Salida,AIFA,Monterrey,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Agosto,8,Salida,AIFA,Monterrey,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Septiembre,9,Salida,AIFA,Monterrey,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Octubre,10,Salida,AIFA,Monterrey,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Noviembre,11,Salida,AIFA,Monterrey,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Diciembre,12,Salida,AIFA,Monterrey,Viva Aerobus,A320 y A321,183.5,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php y https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php
2023,Enero,1,Salida,AIFA,Monterrey,Viva Aerobus,A320 y A321,183.5,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php y https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php
2022,Julio,7,Salida,AIFA,Cancún,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Agosto,8,Salida,AIFA,Cancún,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Septiembre,9,Salida,AIFA,Cancún,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Octubre,10,Salida,AIFA,Cancún,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Noviembre,11,Salida,AIFA,Cancún,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Diciembre,12,Salida,AIFA,Cancún,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2023,Enero,1,Salida,AIFA,Cancún,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Septiembre,9,Salida,AIFA,Acapulco,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Octubre,10,Salida,AIFA,Acapulco,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Noviembre,11,Salida,AIFA,Acapulco,Viva Aerobus,A320 y A321,183.5,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php y https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php
2022,Diciembre,12,Salida,AIFA,Acapulco,Viva Aerobus,A320 y A321,183.5,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php y https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php
2023,Enero,1,Salida,AIFA,Acapulco,Viva Aerobus,A320 y A321,183.5,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php y https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php
2022,Septiembre,9,Salida,AIFA,Oaxaca,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Octubre,10,Salida,AIFA,Oaxaca,Viva Aerobus,A320,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Noviembre,11,Salida,AIFA,Oaxaca,Viva Aerobus,A320 y A321,183.5,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php y https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php
